lcl|CP020122.1_cds_ASJ88910.1_1,lcl|CP003772.1_cds_AFQ04301.1_507,76.389,72,11,4,646,714,610,678,3.14e-04,41.9
lcl|CP020122.1_cds_ASJ88910.1_1,lcl|CP003772.1_cds_AFQ04120.1_326,95.238,21,1,0,366,386,609,629,0.047,34.6
lcl|CP020122.1_cds_ASJ88910.1_1,lcl|CP003772.1_cds_AFQ03809.1_15,100.000,18,0,0,891,908,99,116,0.047,33.7
lcl|CP020122.1_cds_ASJ88911.1_2,lcl|CP003772.1_cds_AFQ03795.1_1,78.333,60,9,3,758,815,782,839,2.58e-04,41.0
lcl|CP020122.1_cds_ASJ88911.1_2,lcl|CP003772.1_cds_AFQ04138.1_344,92.000,25,2,0,1038,1062,1248,1224,0.003,37.4
lcl|CP020122.1_cds_ASJ88911.1_2,lcl|CP003772.1_cds_AFQ04063.1_269,95.238,21,1,0,1059,1079,720,700,0.038,34.6
lcl|CP020122.1_cds_ASJ88912.1_3,lcl|CP003772.1_cds_AFQ04214.1_420,89.655,29,3,0,1084,1112,231,203,0.003,40.1
lcl|CP020122.1_cds_ASJ88912.1_3,lcl|CP003772.1_cds_AFQ03833.1_39,78.571,42,9,0,2494,2535,958,999,0.033,36.5
lcl|CP020122.1_cds_ASJ88912.1_3,lcl|CP003772.1_cds_AFQ04188.1_394,79.487,39,8,0,851,889,66,28,0.033,35.6
lcl|CP020122.1_cds_ASJ88913.1_4,lcl|CP003772.1_cds_AFQ03816.1_22,74.194,372,96,0,13,384,10,381,4.84e-64,239
lcl|CP020122.1_cds_ASJ88913.1_4,lcl|CP003772.1_cds_AFQ03816.1_22,78.899,109,21,2,856,963,853,960,6.74e-18,86.9
lcl|CP020122.1_cds_ASJ88913.1_4,lcl|CP003772.1_cds_AFQ03802.1_8,82.979,47,6,2,560,606,1319,1275,7.20e-05,42.8
lcl|CP020122.1_cds_ASJ88913.1_4,lcl|CP003772.1_cds_AFQ04233.1_439,81.579,38,7,0,470,507,1628,1665,0.003,38.3
lcl|CP020122.1_cds_ASJ88913.1_4,lcl|CP003772.1_cds_AFQ04156.1_362,86.207,29,4,0,32,60,29,57,0.011,35.6
lcl|CP020122.1_cds_ASJ88913.1_4,lcl|CP003772.1_cds_AFQ04208.1_414,76.000,50,10,1,126,173,1019,970,0.037,34.6
lcl|CP020122.1_cds_ASJ88913.1_4,lcl|CP003772.1_cds_AFQ03899.1_105,91.304,23,2,0,122,144,47,69,0.037,33.7
