lcl|CP003772.1_cds_AFQ03795.1_1,lcl|CP020122.1_cds_ASJ89325.1_416,84.848,33,5,0,468,500,192,224,0.004,38.3
lcl|CP003772.1_cds_AFQ03795.1_1,lcl|CP020122.1_cds_ASJ89100.1_191,84.375,32,5,0,973,1004,44,13,0.012,36.5
lcl|CP003772.1_cds_AFQ03795.1_1,lcl|CP020122.1_cds_ASJ88950.1_41,71.622,74,20,1,36,108,195,122,0.012,36.5
lcl|CP003772.1_cds_AFQ03795.1_1,lcl|CP020122.1_cds_ASJ89322.1_413,83.871,31,5,0,298,328,793,823,0.043,34.6
lcl|CP003772.1_cds_AFQ03795.1_1,lcl|CP020122.1_cds_ASJ89243.1_334,76.923,52,9,2,104,152,124,73,0.043,34.6
lcl|CP003772.1_cds_AFQ03795.1_1,lcl|CP020122.1_cds_ASJ89229.1_320,75.000,60,13,2,420,478,936,994,0.043,34.6
lcl|CP003772.1_cds_AFQ03795.1_1,lcl|CP020122.1_cds_ASJ88976.1_67,91.304,23,2,0,443,465,365,343,0.043,33.7
lcl|CP003772.1_cds_AFQ03796.1_2,lcl|CP020122.1_cds_ASJ89261.1_352,68.548,124,28,5,73,188,91,211,0.010,36.5
lcl|CP003772.1_cds_AFQ03796.1_2,lcl|CP020122.1_cds_ASJ89266.1_357,85.714,28,4,0,119,146,1889,1916,0.035,33.7
lcl|CP003772.1_cds_AFQ03796.1_2,lcl|CP020122.1_cds_ASJ88986.1_77,91.304,23,2,0,615,637,294,316,0.035,33.7
lcl|CP003772.1_cds_AFQ03797.1_3,lcl|CP020122.1_cds_ASJ89110.1_201,66.367,1112,337,15,856,1947,949,2043,7.44e-78,286
lcl|CP003772.1_cds_AFQ03797.1_3,lcl|CP020122.1_cds_ASJ89110.1_201,68.580,331,86,8,50,371,125,446,1.18e-24,109
lcl|CP003772.1_cds_AFQ03797.1_3,lcl|CP020122.1_cds_ASJ89183.1_274,68.320,363,107,5,1298,1656,1253,1611,1.87e-28,122
lcl|CP003772.1_cds_AFQ03797.1_3,lcl|CP020122.1_cds_ASJ89183.1_274,66.580,386,115,6,58,437,43,420,6.12e-22,101
lcl|CP003772.1_cds_AFQ03797.1_3,lcl|CP020122.1_cds_ASJ89183.1_274,72.308,65,18,0,1747,1811,1702,1766,0.006,37.4
lcl|CP003772.1_cds_AFQ03797.1_3,lcl|CP020122.1_cds_ASJ88955.1_46,80.488,41,5,1,390,427,1398,1358,0.006,37.4
lcl|CP003772.1_cds_AFQ03798.1_4,lcl|CP020122.1_cds_ASJ89111.1_202,67.364,1051,302,12,93,1112,96,1136,7.37e-92,333
lcl|CP003772.1_cds_AFQ03798.1_4,lcl|CP020122.1_cds_ASJ89111.1_202,66.239,234,72,5,1591,1819,1615,1846,1.25e-06,50.9
lcl|CP003772.1_cds_AFQ03798.1_4,lcl|CP020122.1_cds_ASJ89184.1_275,65.043,575,185,11,129,695,90,656,9.62e-21,96.9
lcl|CP003772.1_cds_AFQ03798.1_4,lcl|CP020122.1_cds_ASJ89048.1_139,95.833,24,0,1,966,988,726,703,0.028,36.5
lcl|CP003772.1_cds_AFQ03798.1_4,lcl|CP020122.1_cds_ASJ89190.1_281,91.667,24,2,0,10,33,691,714,0.028,35.6
lcl|CP003772.1_cds_AFQ03799.1_5,lcl|CP020122.1_cds_ASJ89363.1_454,66.667,471,146,9,763,1229,784,1247,2.16e-25,112
