lcl|L43967.2_cds_AAC71217.2_1,lcl|CP045542.1_cds_QGZ97444.1_260,92.000,25,2,0,914,938,9029,9005,0.007,37.4
lcl|L43967.2_cds_AAC71217.2_1,lcl|CP045542.1_cds_QGZ97314.1_130,89.655,29,1,1,161,189,1279,1305,0.007,37.4
lcl|L43967.2_cds_AAC71217.2_1,lcl|CP045542.1_cds_QGZ97833.1_653,89.655,29,2,1,1030,1057,737,709,0.024,36.5
lcl|L43967.2_cds_AAC71217.2_1,lcl|CP045542.1_cds_QGZ97608.1_427,91.667,24,2,0,89,112,558,581,0.024,35.6
lcl|L43967.2_cds_AAC71217.2_1,lcl|CP045542.1_cds_QGZ97544.1_361,75.510,49,12,0,625,673,6007,6055,0.024,35.6
lcl|L43967.2_cds_AAC71217.2_1,lcl|CP045542.1_cds_QGZ97434.1_250,91.667,24,2,0,1038,1061,543,566,0.024,35.6
lcl|L43967.2_cds_AAC71218.2_2,lcl|CP045542.1_cds_QGZ97627.1_446,89.286,28,3,0,47,74,1207,1234,0.006,38.3
lcl|L43967.2_cds_AAC71218.2_2,lcl|CP045542.1_cds_QGZ97278.1_94,92.000,25,2,0,612,636,3177,3201,0.006,37.4
lcl|L43967.2_cds_AAC71218.2_2,lcl|CP045542.1_cds_QGZ97512.1_329,91.667,24,2,0,131,154,4595,4618,0.020,35.6
lcl|L43967.2_cds_AAC71219.1_3,lcl|CP045542.1_cds_QGZ97815.1_635,66.488,1119,326,22,861,1953,855,1950,9.07e-74,273
lcl|L43967.2_cds_AAC71219.1_3,lcl|CP045542.1_cds_QGZ97815.1_635,67.560,373,101,6,52,414,46,408,4.41e-27,119
lcl|L43967.2_cds_AAC71219.1_3,lcl|CP045542.1_cds_QGZ97377.1_193,74.468,141,36,0,39,179,27,167,1.75e-19,93.3
lcl|L43967.2_cds_AAC71219.1_3,lcl|CP045542.1_cds_QGZ97377.1_193,64.991,537,153,14,1333,1850,1285,1805,2.14e-18,90.6
lcl|L43967.2_cds_AAC71219.1_3,lcl|CP045542.1_cds_QGZ97377.1_193,71.429,84,24,0,812,895,755,838,7.97e-05,44.6
lcl|L43967.2_cds_AAC71219.1_3,lcl|CP045542.1_cds_QGZ97377.1_193,69.159,107,27,3,283,386,271,374,0.012,37.4
lcl|L43967.2_cds_AAC71219.1_3,lcl|CP045542.1_cds_QGZ97544.1_361,95.455,22,1,0,590,611,10251,10272,0.041,36.5
lcl|L43967.2_cds_AAC71219.1_3,lcl|CP045542.1_cds_QGZ97514.1_331,91.667,24,2,0,1486,1509,1363,1386,0.041,35.6
lcl|L43967.2_cds_AAC71220.1_4,lcl|CP045542.1_cds_QGZ97488.1_304,67.097,1161,337,24,93,1229,261,1400,6.90e-83,305
lcl|L43967.2_cds_AAC71220.1_4,lcl|CP045542.1_cds_QGZ97488.1_304,67.105,304,83,8,1567,1857,1738,2037,1.74e-14,77.9
lcl|L43967.2_cds_AAC71220.1_4,lcl|CP045542.1_cds_QGZ97488.1_304,74.603,63,16,0,2176,2238,2359,2421,3.59e-04,42.8
lcl|L43967.2_cds_AAC71220.1_4,lcl|CP045542.1_cds_QGZ97893.1_713,65.812,468,154,4,130,594,100,564,8.43e-25,111
