lcl|CP045542.1_cds_QGZ97185.1_1,lcl|L43967.2_cds_AAC72490.1_475,79.630,54,11,0,1322,1375,1196,1249,2.34e-06,49.1
lcl|CP045542.1_cds_QGZ97185.1_1,lcl|L43967.2_cds_AAC71531.2_314,95.652,23,1,0,1100,1122,1437,1459,0.004,38.3
lcl|CP045542.1_cds_QGZ97185.1_1,lcl|L43967.2_cds_AAC71316.1_98,92.000,25,2,0,1349,1373,1075,1051,0.004,37.4
lcl|CP045542.1_cds_QGZ97185.1_1,lcl|L43967.2_cds_AAC71605.1_387,95.455,22,1,0,232,253,248,269,0.015,36.5
lcl|CP045542.1_cds_QGZ97186.1_2,lcl|L43967.2_cds_AAC71337.1_120,100.000,19,0,0,243,261,1341,1359,0.011,35.6
lcl|CP045542.1_cds_QGZ97187.1_3,lcl|L43967.2_cds_AAC71616.1_394,82.353,34,6,0,22,55,294,261,0.002,35.6
lcl|CP045542.1_cds_QGZ97187.1_3,lcl|L43967.2_cds_AAC71497.2_280,91.667,24,2,0,24,47,852,875,0.002,35.6
lcl|CP045542.1_cds_QGZ97188.1_4,lcl|L43967.2_cds_AAC71248.1_30,78.947,38,8,0,642,679,627,664,0.024,33.7
lcl|CP045542.1_cds_QGZ97191.1_7,lcl|L43967.2_cds_AAC71569.1_351,86.207,29,4,0,613,641,475,503,0.007,35.6
lcl|CP045542.1_cds_QGZ97191.1_7,lcl|L43967.2_cds_AAC71543.1_326,84.375,32,2,1,645,676,2242,2270,0.024,34.6
lcl|CP045542.1_cds_QGZ97191.1_7,lcl|L43967.2_cds_AAC71566.1_348,91.304,23,2,0,29,51,1592,1614,0.024,33.7
lcl|CP045542.1_cds_QGZ97192.1_8,lcl|L43967.2_cds_AAC71535.1_318,100.000,18,0,0,805,822,684,667,0.033,33.7
lcl|CP045542.1_cds_QGZ97193.1_9,lcl|L43967.2_cds_AAC72455.1_441,76.562,64,10,2,103,165,115,174,1.39e-05,44.6
lcl|CP045542.1_cds_QGZ97193.1_9,lcl|L43967.2_cds_AAC71366.1_149,85.714,28,4,0,639,666,591,618,0.025,33.7
lcl|CP045542.1_cds_QGZ97194.1_10,lcl|L43967.2_cds_AAC71366.1_149,78.571,42,9,0,289,330,273,314,0.005,36.5
lcl|CP045542.1_cds_QGZ97195.1_11,lcl|L43967.2_cds_AAC71358.1_140,95.455,22,1,0,495,516,1878,1899,0.017,36.5
lcl|CP045542.1_cds_QGZ97195.1_11,lcl|L43967.2_cds_AAC71350.2_133,84.375,32,5,0,1034,1065,94,63,0.017,36.5
lcl|CP045542.1_cds_QGZ97195.1_11,lcl|L43967.2_cds_ABC59634.1_424,100.000,19,0,0,434,452,179,197,0.017,35.6
lcl|CP045542.1_cds_QGZ97195.1_11,lcl|L43967.2_cds_AAC71313.1_95,91.667,24,2,0,323,346,1042,1065,0.017,35.6
lcl|CP045542.1_cds_QGZ97197.1_13,lcl|L43967.2_cds_AAC71529.1_312,73.494,83,11,6,897,976,2004,2078,0.046,34.6
lcl|CP045542.1_cds_QGZ97197.1_13,lcl|L43967.2_cds_AAC71251.1_33,100.000,18,0,0,566,583,50,67,0.046,33.7
lcl|CP045542.1_cds_QGZ97198.1_14,lcl|L43967.2_cds_AAC71647.1_430,95.238,21,1,0,18,38,1401,1421,0.020,34.6
lcl|CP045542.1_cds_QGZ97198.1_14,lcl|L43967.2_cds_AAC71339.1_122,86.667,30,2,1,64,91,761,732,0.020,34.6
lcl|CP045542.1_cds_QGZ97200.1_16,lcl|L43967.2_cds_AAC71566.1_348,81.081,37,7,0,241,277,1654,1690,0.014,36.5
lcl|CP045542.1_cds_QGZ97200.1_16,lcl|L43967.2_cds_AAC71234.2_16,81.081,37,7,0,253,289,2836,2872,0.014,36.5
lcl|CP045542.1_cds_QGZ97200.1_16,lcl|L43967.2_cds_AAC71239.1_21,91.667,24,2,0,1152,1175,705,728,0.014,35.6
