'lcl|L43967.2_cds_AAC71217.2_1', 'lcl|CP003770.1_cds_AFQ02812.1_1', '99.913', '1143', '1', '0', '1', '1143', '1', '1143', '0.0', '2058'
'lcl|L43967.2_cds_AAC71218.2_2', 'lcl|CP003770.1_cds_AFQ02813.1_2', '100.000', '933', '0', '0', '1', '933', '1', '933', '0.0', '1683'
'lcl|L43967.2_cds_AAC71219.1_3', 'lcl|CP003770.1_cds_AFQ02814.1_3', '99.949', '1953', '1', '0', '1', '1953', '1', '1953', '0.0', '3518'
'lcl|L43967.2_cds_AAC71219.1_3', 'lcl|CP003770.1_cds_AFQ02814.1_3', '100.000', '22', '0', '0', '1440', '1461', '1461', '1440', '4.52e-04', '41.0'
'lcl|L43967.2_cds_AAC71220.1_4', 'lcl|CP003770.1_cds_AFQ02815.1_4', '99.960', '2511', '1', '0', '1', '2511', '1', '2511', '0.0', '4525'
'lcl|L43967.2_cds_AAC71221.1_5', 'lcl|CP003770.1_cds_AFQ02816.1_5', '100.000', '1254', '0', '0', '1', '1254', '1', '1254', '0.0', '2262'
'lcl|L43967.2_cds_AAC71222.1_6', 'lcl|CP003770.1_cds_AFQ02817.1_6', '100.000', '633', '0', '0', '1', '633', '1', '633', '0.0', '1142'
'lcl|L43967.2_cds_AAC71223.1_7', 'lcl|CP003770.1_cds_AFQ02818.1_7', '99.869', '765', '1', '0', '1', '765', '1', '765', '0.0', '1376'
'lcl|L43967.2_cds_AAC71224.1_8', 'lcl|CP003770.1_cds_AFQ02819.1_8', '100.000', '1329', '0', '0', '1', '1329', '1', '1329', '0.0', '2397'
'lcl|L43967.2_cds_AAC71225.1_9', 'lcl|CP003770.1_cds_AFQ02820.1_9', '100.000', '789', '0', '0', '1', '789', '1', '789', '0.0', '1424'
'lcl|L43967.2_cds_AAC71226.1_10', 'lcl|CP003770.1_cds_AFQ02821.1_10', '99.543', '657', '3', '0', '1', '657', '1', '657', '0.0', '1172'
'lcl|L43967.2_cds_AAC71227.1_11', 'lcl|CP003770.1_cds_AFQ02822.1_11', '99.769', '864', '2', '0', '1', '864', '1', '864', '0.0', '1550'
'lcl|L43967.2_cds_AAC71228.1_12', 'lcl|CP003770.1_cds_AFQ02823.1_12', '100.000', '864', '0', '0', '1', '864', '1', '864', '0.0', '1559'
